"Localidades";"Períodos";"Óbitos por Causas Externas ";"Taxa de Mortalidade por Causas Externas (Por cem mil habitantes)";"Óbitos por Agressões ";"Taxa de Mortalidade por Agressões (Por cem mil habitantes)";"Óbitos por Acidentes de Transportes ";"Taxa de Mortalidade por Acidentes de Transportes (Por cem mil habitantes)";"Cód. IBGE"
"Ilha Solteira";"2014";"19";"74,8";"3";"11,81";"9";"35,43";3520442
"Ilha Solteira";"2015";"16";"62,78";"1";"3,92";"9";"35,31";3520442
"Ilha Solteira";"2016";"16";"62,65";"2";"7,83";"7";"27,41";3520442
"Ilha Solteira";"2017";"15";"58,61";"-";"-";"2";"7,82";3520442
"Ilhabela";"2013";"21";"70,38";"3";"10,05";"5";"16,76";3520400
"Ilhabela";"2014";"19";"62,44";"3";"9,86";"6";"19,72";3520400
"Ilhabela";"2015";"15";"48,33";"2";"6,44";"3";"9,67";3520400
"Ilhabela";"2016";"18";"57,13";"3";"9,52";"3";"9,52";3520400
"Ilhabela";"2017";"9";"28,14";"2";"6,25";"3";"9,38";3520400
"Indaiatuba";"2013";"118";"54,71";"16";"7,42";"43";"19,94";3520509
"Indaiatuba";"2014";"103";"46,66";"10";"4,53";"42";"19,03";3520509
"Indaiatuba";"2015";"102";"45,14";"16";"7,08";"30";"13,28";3520509
"Indaiatuba";"2016";"80";"34,9";"7";"3,05";"21";"9,16";3520509
"Indaiatuba";"2017";"88";"37,84";"5";"2,15";"26";"11,18";3520509
"Indiana";"2013";"3";"62,36";"1";"20,79";"1";"20,79";3520608
"Indiana";"2014";"5";"104,04";"1";"20,81";"1";"20,81";3520608
"Indiana";"2015";"4";"83,32";"-";"-";"1";"20,83";3520608
"Indiana";"2016";"3";"62,55";"-";"-";"2";"41,7";3520608
"Indiana";"2017";"4";"83,49";"-";"-";"2";"41,74";3520608
"Indiaporã";"2013";"1";"25,75";"-";"-";"-";"-";3520707
"Indiaporã";"2014";"5";"129";"-";"-";"4";"103,2";3520707
"Indiaporã";"2015";"6";"155,08";"-";"-";"2";"51,69";3520707
"Indiaporã";"2016";"5";"129,33";"1";"25,87";"2";"51,73";3520707
"Indiaporã";"2017";"-";"-";"-";"-";"-";"-";3520707
"Inúbia Paulista";"2013";"-";"-";"-";"-";"-";"-";3520806
"Inúbia Paulista";"2014";"-";"-";"-";"-";"-";"-";3520806
"Inúbia Paulista";"2015";"2";"53,06";"-";"-";"2";"53,06";3520806
"Inúbia Paulista";"2016";"2";"52,73";"-";"-";"-";"-";3520806
"Inúbia Paulista";"2017";"2";"52,38";"-";"-";"-";"-";3520806
"Ipaussu";"2013";"9";"64,72";"-";"-";"2";"14,38";3520905
"Ipaussu";"2014";"12";"85,76";"2";"14,29";"6";"42,88";3520905
"Ipaussu";"2015";"11";"78,14";"1";"7,1";"4";"28,41";3520905
"Ipaussu";"2016";"7";"49,42";"-";"-";"2";"14,12";3520905
"Ipaussu";"2017";"10";"70,19";"1";"7,02";"2";"14,04";3520905
"Iperó";"2013";"16";"53,06";"4";"13,27";"5";"16,58";3521002
"Iperó";"2014";"22";"71,35";"9";"29,19";"3";"9,73";3521002
"Iperó";"2015";"19";"60,26";"5";"15,86";"7";"22,2";3521002
"Iperó";"2016";"14";"43,64";"4";"12,47";"3";"9,35";3521002
"Iperó";"2017";"23";"70,48";"4";"12,26";"5";"15,32";3521002
"Ipeúna";"2013";"4";"61,95";"2";"30,97";"-";"-";3521101
"Ipeúna";"2014";"4";"60,45";"-";"-";"2";"30,23";3521101
"Ipeúna";"2015";"3";"44,24";"-";"-";"2";"29,49";3521101
"Ipeúna";"2016";"7";"100,98";"-";"-";"4";"57,7";3521101
"Ipeúna";"2017";"-";"-";"-";"-";"-";"-";3521101
"Ipiguá";"2013";"3";"63,84";"1";"21,28";"1";"21,28";3521150
"Ipiguá";"2014";"4";"83,61";"1";"20,9";"3";"62,71";3521150
"Ipiguá";"2015";"3";"61,6";"-";"-";"3";"61,6";3521150
"Ipiguá";"2016";"5";"101,21";"2";"40,49";"2";"40,49";3521150
"Ipiguá";"2017";"4";"79,82";"-";"-";"4";"79,82";3521150
"Iporanga";"2013";"3";"69,38";"-";"-";"2";"46,25";3521200
"Iporanga";"2014";"3";"69,27";"1";"23,09";"1";"23,09";3521200
"Iporanga";"2015";"3";"69,14";"-";"-";"1";"23,05";3521200
"Iporanga";"2016";"1";"22,97";"-";"-";"1";"22,97";3521200
"Iporanga";"2017";"2";"45,81";"1";"22,9";"-";"-";3521200
"Ipuã";"2013";"7";"47,73";"1";"6,82";"3";"20,46";3521309
"Ipuã";"2014";"6";"40,41";"2";"13,47";"1";"6,73";3521309
"Ipuã";"2015";"3";"19,95";"-";"-";"2";"13,3";3521309
"Ipuã";"2016";"7";"46,06";"1";"6,58";"2";"13,16";3521309
"Ipuã";"2017";"10";"65,1";"2";"13,02";"3";"19,53";3521309
"Iracemápolis";"2013";"10";"47,22";"-";"-";"3";"14,17";3521408
"Iracemápolis";"2014";"13";"60,21";"2";"9,26";"4";"18,53";3521408
"Iracemápolis";"2015";"9";"40,89";"2";"9,09";"1";"4,54";3521408
"Iracemápolis";"2016";"7";"31,35";"1";"4,48";"2";"8,96";3521408
"Iracemápolis";"2017";"14";"61,8";"-";"-";"5";"22,07";3521408
"Irapuã";"2013";"5";"67,41";"1";"13,48";"1";"13,48";3521507
"Irapuã";"2014";"5";"66,96";"-";"-";"1";"13,39";3521507
"Irapuã";"2015";"8";"106,43";"1";"13,3";"1";"13,3";3521507
"Irapuã";"2016";"9";"119,05";"-";"-";"4";"52,91";3521507
"Irapuã";"2017";"10";"131,51";"1";"13,15";"5";"65,75";3521507
"Irapuru";"2013";"3";"39,26";"1";"13,09";"1";"13,09";3521606
"Irapuru";"2014";"3";"39,51";"-";"-";"2";"26,34";3521606
"Irapuru";"2015";"6";"79,53";"1";"13,26";"1";"13,26";3521606
"Irapuru";"2016";"5";"66,65";"-";"-";"3";"39,99";3521606
"Irapuru";"2017";"5";"67,02";"1";"13,4";"-";"-";3521606
"Itaberá";"2013";"10";"56,33";"1";"5,63";"6";"33,8";3521705
"Itaberá";"2014";"8";"45,16";"2";"11,29";"1";"5,64";3521705
"Itaberá";"2015";"9";"50,91";"1";"5,66";"2";"11,31";3521705
"Itaberá";"2016";"9";"50,95";"-";"-";"3";"16,98";3521705
"Itaberá";"2017";"11";"62,31";"-";"-";"7";"39,65";3521705
"Itaí";"2013";"16";"64,67";"3";"12,13";"8";"32,33";3521804
"Itaí";"2014";"24";"96";"5";"20";"11";"44";3521804
"Itaí";"2015";"17";"67,3";"6";"23,75";"6";"23,75";3521804
"Itaí";"2016";"15";"58,81";"3";"11,76";"3";"11,76";3521804
"Itaí";"2017";"21";"81,54";"4";"15,53";"6";"23,3";3521804
"Itajobi";"2013";"15";"102,79";"-";"-";"5";"34,26";3521903
"Itajobi";"2014";"11";"75,31";"-";"-";"8";"54,77";3521903
"Itajobi";"2015";"14";"95,76";"-";"-";"5";"34,2";3521903
"Itajobi";"2016";"13";"88,93";"4";"27,36";"8";"54,72";3521903
"Itajobi";"2017";"18";"123,14";"-";"-";"9";"61,57";3521903
"Itaju";"2013";"1";"29,65";"-";"-";"-";"-";3522000
"Itaju";"2014";"2";"58,5";"-";"-";"-";"-";3522000
"Itaju";"2015";"2";"57,72";"1";"28,86";"-";"-";3522000
"Itaju";"2016";"1";"28,56";"-";"-";"-";"-";3522000
"Itaju";"2017";"1";"28,26";"-";"-";"-";"-";3522000
"Itanhaém";"2013";"74";"81,78";"20";"22,1";"31";"34,26";3522109
"Itanhaém";"2014";"72";"78,5";"20";"21,81";"17";"18,54";3522109
"Itanhaém";"2015";"58";"62,4";"17";"18,29";"14";"15,06";3522109
"Itanhaém";"2016";"77";"81,84";"20";"21,26";"18";"19,13";3522109
"Itanhaém";"2017";"84";"88,2";"9";"9,45";"20";"21";3522109
"Itaoca";"2013";"1";"31,22";"-";"-";"1";"31,22";3522158
"Itaoca";"2014";"23";"719,87";"-";"-";"1";"31,3";3522158
"Itaoca";"2015";"1";"31,39";"-";"-";"1";"31,39";3522158
"Itaoca";"2016";"1";"31,39";"-";"-";"-";"-";3522158
"Itaoca";"2017";"2";"62,77";"-";"-";"-";"-";3522158
"Itapecerica da Serra";"2013";"125";"79,28";"52";"32,98";"26";"16,49";3522208
"Itapecerica da Serra";"2014";"97";"60,83";"30";"18,81";"19";"11,92";3522208
"Itapecerica da Serra";"2015";"116";"71,93";"25";"15,5";"29";"17,98";3522208
"Itapecerica da Serra";"2016";"111";"68,14";"25";"15,35";"23";"14,12";3522208
"Itapecerica da Serra";"2017";"108";"65,63";"16";"9,72";"11";"6,68";3522208
"Itapetininga";"2013";"87";"58,38";"11";"7,38";"44";"29,52";3522307
"Itapetininga";"2014";"100";"66,37";"20";"13,27";"36";"23,89";3522307
"Itapetininga";"2015";"100";"65,65";"15";"9,85";"30";"19,69";3522307
"Itapetininga";"2016";"91";"59,14";"13";"8,45";"32";"20,8";3522307
"Itapetininga";"2017";"79";"50,83";"9";"5,79";"27";"17,37";3522307
"Itapeva";"2013";"39";"43,91";"4";"4,5";"23";"25,89";3522406
"Itapeva";"2014";"49";"54,94";"5";"5,61";"23";"25,79";3522406
"Itapeva";"2015";"47";"52,47";"6";"6,7";"21";"23,44";3522406
"Itapeva";"2016";"50";"55,56";"7";"7,78";"21";"23,34";3522406
"Itapeva";"2017";"39";"43,13";"4";"4,42";"15";"16,59";3522406
"Itapevi";"2013";"141";"66,74";"53";"25,08";"35";"16,57";3522505
"Itapevi";"2014";"134";"62,32";"52";"24,18";"32";"14,88";3522505
"Itapevi";"2015";"134";"61,23";"36";"16,45";"35";"15,99";3522505
"Itapevi";"2016";"106";"47,64";"27";"12,13";"24";"10,79";3522505
"Itapevi";"2017";"118";"52,16";"35";"15,47";"18";"7,96";3522505
"Itapira";"2013";"50";"71,84";"5";"7,18";"15";"21,55";3522604
"Itapira";"2014";"46";"65,75";"3";"4,29";"23";"32,87";3522604
"Itapira";"2015";"59";"83,88";"7";"9,95";"21";"29,85";3522604
"Itapira";"2016";"61";"86,44";"6";"8,5";"18";"25,51";3522604
"Itapira";"2017";"48";"67,79";"6";"8,47";"10";"14,12";3522604
"Itapirapuã Paulista";"2013";"1";"25,29";"-";"-";"-";"-";3522653
"Itapirapuã Paulista";"2014";"1";"25,13";"-";"-";"1";"25,13";3522653
"Itapirapuã Paulista";"2015";"5";"124,81";"1";"24,96";"1";"24,96";3522653
"Itapirapuã Paulista";"2016";"3";"74,26";"1";"24,75";"1";"24,75";3522653
"Itapirapuã Paulista";"2017";"2";"49,08";"-";"-";"1";"24,54";3522653
"Itápolis";"2013";"37";"91,33";"5";"12,34";"16";"39,49";3522703
"Itápolis";"2014";"30";"73,76";"4";"9,83";"11";"27,04";3522703
"Itápolis";"2015";"26";"63,67";"3";"7,35";"10";"24,49";3522703
"Itápolis";"2016";"30";"73,21";"8";"19,52";"11";"26,84";3522703
"Itápolis";"2017";"25";"60,8";"4";"9,73";"4";"9,73";3522703
"Itaporanga";"2013";"8";"54,87";"-";"-";"3";"20,58";3522802
"Itaporanga";"2014";"10";"68,54";"3";"20,56";"3";"20,56";3522802
"Itaporanga";"2015";"14";"95,89";"3";"20,55";"3";"20,55";3522802
"Itaporanga";"2016";"13";"88,94";"-";"-";"4";"27,37";3522802
"Itaporanga";"2017";"9";"61,5";"-";"-";"5";"34,16";3522802
"Itapuí";"2013";"8";"63,17";"-";"-";"2";"15,79";3522901
"Itapuí";"2014";"8";"62,32";"1";"7,79";"1";"7,79";3522901
"Itapuí";"2015";"8";"61,48";"3";"23,05";"3";"23,05";3522901
"Itapuí";"2016";"6";"45,58";"-";"-";"1";"7,6";3522901
"Itapuí";"2017";"5";"37,55";"-";"-";"1";"7,51";3522901
"Itapura";"2013";"6";"132,68";"5";"110,57";"1";"22,11";3523008
"Itapura";"2014";"4";"87,32";"1";"21,83";"2";"43,66";3523008
"Itapura";"2015";"2";"43,1";"-";"-";"-";"-";3523008
"Itapura";"2016";"3";"63,91";"1";"21,3";"1";"21,3";3523008
"Itapura";"2017";"4";"84,25";"-";"-";"-";"-";3523008
"Itaquaquecetuba";"2013";"206";"61,35";"89";"26,5";"57";"16,98";3523107
"Itaquaquecetuba";"2014";"217";"63,68";"80";"23,48";"52";"15,26";3523107
"Itaquaquecetuba";"2015";"197";"56,97";"71";"20,53";"39";"11,28";3523107
"Itaquaquecetuba";"2016";"165";"47,06";"58";"16,54";"28";"7,99";3523107
"Itaquaquecetuba";"2017";"185";"52,04";"37";"10,41";"32";"9";3523107
"Itararé";"2013";"26";"53,95";"4";"8,3";"9";"18,67";3523206
"Itararé";"2014";"20";"41,42";"2";"4,14";"11";"22,78";3523206
"Itararé";"2015";"21";"43,41";"3";"6,2";"4";"8,27";3523206
"Itararé";"2016";"20";"41,23";"6";"12,37";"4";"8,25";3523206
"Itararé";"2017";"23";"47,29";"-";"-";"7";"14,39";3523206
"Itariri";"2013";"9";"56,28";"2";"12,51";"5";"31,27";3523305
"Itariri";"2014";"11";"68,01";"1";"6,18";"7";"43,28";3523305
"Itariri";"2015";"10";"61,12";"-";"-";"6";"36,67";3523305
"Itariri";"2016";"14";"84,65";"5";"30,23";"2";"12,09";3523305
"Itariri";"2017";"4";"23,92";"2";"11,96";"-";"-";3523305
"Itatiba";"2013";"53";"49,7";"9";"8,44";"22";"20,63";3523404
"Itatiba";"2014";"61";"56,23";"14";"12,91";"16";"14,75";3523404
"Itatiba";"2015";"37";"33,53";"10";"9,06";"6";"5,44";3523404
"Itatiba";"2016";"55";"49,18";"11";"9,84";"14";"12,52";3523404
"Itatiba";"2017";"45";"39,71";"8";"7,06";"12";"10,59";3523404
"Itatinga";"2013";"9";"47,95";"3";"15,98";"4";"21,31";3523503
"Itatinga";"2014";"11";"57,82";"-";"-";"6";"31,54";3523503
"Itatinga";"2015";"15";"77,8";"-";"-";"7";"36,31";3523503
"Itatinga";"2016";"10";"51,21";"2";"10,24";"1";"5,12";3523503
"Itatinga";"2017";"15";"75,84";"2";"10,11";"2";"10,11";3523503
"Itirapina";"2013";"9";"56,19";"2";"12,49";"3";"18,73";3523602
"Itirapina";"2014";"13";"80,29";"3";"18,53";"5";"30,88";3523602
"Itirapina";"2015";"8";"48,87";"-";"-";"2";"12,22";3523602
"Itirapina";"2016";"15";"90,78";"3";"18,16";"4";"24,21";3523602
"Itirapina";"2017";"8";"47,96";"-";"-";"1";"5,99";3523602
"Itirapuã";"2013";"1";"16,61";"-";"-";"-";"-";3523701
"Itirapuã";"2014";"4";"66,04";"1";"16,51";"2";"33,02";3523701
"Itirapuã";"2015";"4";"65,64";"1";"16,41";"1";"16,41";3523701
"Itirapuã";"2016";"2";"32,62";"1";"16,31";"1";"16,31";3523701
"Itirapuã";"2017";"2";"32,43";"1";"16,22";"-";"-";3523701
"Itobi";"2013";"2";"26,44";"-";"-";"-";"-";3523800
"Itobi";"2014";"5";"66,03";"3";"39,62";"2";"26,41";3523800
"Itobi";"2015";"6";"79,18";"2";"26,39";"2";"26,39";3523800
"Itobi";"2016";"5";"65,93";"2";"26,37";"1";"13,19";3523800
"Itobi";"2017";"5";"65,87";"-";"-";"-";"-";3523800
"Itu";"2013";"96";"60,41";"25";"15,73";"26";"16,36";3523909
"Itu";"2014";"97";"60,4";"32";"19,92";"32";"19,92";3523909
"Itu";"2015";"96";"59,15";"23";"14,17";"27";"16,63";3523909
"Itu";"2016";"114";"69,61";"18";"10,99";"37";"22,59";3523909
"Itu";"2017";"78";"47,2";"8";"4,84";"27";"16,34";3523909
"Itupeva";"2013";"25";"50,96";"7";"14,27";"8";"16,31";3524006
"Itupeva";"2014";"25";"49,39";"5";"9,88";"14";"27,66";3524006
"Itupeva";"2015";"24";"45,95";"5";"9,57";"5";"9,57";3524006
"Itupeva";"2016";"16";"29,88";"3";"5,6";"5";"9,34";3524006
"Itupeva";"2017";"27";"49,18";"8";"14,57";"11";"20,04";3524006
"Ituverava";"2013";"28";"71,43";"7";"17,86";"8";"20,41";3524105
"Ituverava";"2014";"22";"55,88";"5";"12,7";"7";"17,78";3524105
"Ituverava";"2015";"27";"68,27";"4";"10,11";"6";"15,17";3524105
"Ituverava";"2016";"25";"62,99";"4";"10,08";"4";"10,08";3524105
"Ituverava";"2017";"22";"55,24";"5";"12,55";"5";"12,55";3524105
"Jaborandi";"2013";"3";"45,3";"-";"-";"-";"-";3524204
"Jaborandi";"2014";"3";"45,23";"-";"-";"1";"15,08";3524204
"Jaborandi";"2015";"5";"75,26";"2";"30,1";"-";"-";3524204
"Jaborandi";"2016";"6";"90,21";"1";"15,04";"1";"15,04";3524204
"Jaborandi";"2017";"8";"120,17";"2";"30,04";"2";"30,04";3524204
"Jaboticabal";"2013";"49";"67,59";"8";"11,03";"15";"20,69";3524303
"Jaboticabal";"2014";"44";"60,44";"7";"9,62";"14";"19,23";3524303
"Jaboticabal";"2015";"40";"54,73";"7";"9,58";"16";"21,89";3524303
"Jaboticabal";"2016";"49";"66,83";"21";"28,64";"7";"9,55";3524303
"Jaboticabal";"2017";"43";"58,47";"8";"10,88";"7";"9,52";3524303
"Jacareí";"2013";"156";"72,08";"62";"28,65";"40";"18,48";3524402
"Jacareí";"2014";"139";"63,69";"41";"18,78";"43";"19,7";3524402
"Jacareí";"2015";"117";"53,16";"35";"15,9";"25";"11,36";3524402
"Jacareí";"2016";"148";"66,77";"47";"21,2";"34";"15,34";3524402
"Jacareí";"2017";"128";"57,35";"29";"12,99";"24";"10,75";3524402
"Jaci";"2013";"3";"49,56";"1";"16,52";"2";"33,04";3524501
"Jaci";"2014";"7";"112,96";"-";"-";"5";"80,68";3524501
"Jaci";"2015";"3";"47,29";"-";"-";"-";"-";3524501
"Jaci";"2016";"2";"30,94";"-";"-";"2";"30,94";3524501
"Jaci";"2017";"6";"91,09";"1";"15,18";"1";"15,18";3524501
"Jacupiranga";"2013";"11";"64,04";"2";"11,64";"8";"46,58";3524600
"Jacupiranga";"2014";"14";"81,56";"2";"11,65";"7";"40,78";3524600
"Jacupiranga";"2015";"7";"40,8";"-";"-";"4";"23,32";3524600
"Jacupiranga";"2016";"14";"81,54";"4";"23,3";"2";"11,65";3524600
"Jacupiranga";"2017";"9";"52,38";"1";"5,82";"2";"11,64";3524600
"Jaguariúna";"2013";"21";"43,93";"-";"-";"8";"16,74";3524709
"Jaguariúna";"2014";"25";"50,94";"4";"8,15";"9";"18,34";3524709
"Jaguariúna";"2015";"24";"47,63";"2";"3,97";"5";"9,92";3524709
"Jaguariúna";"2016";"32";"62,44";"2";"3,9";"17";"33,17";3524709
"Jaguariúna";"2017";"18";"34,53";"2";"3,84";"6";"11,51";3524709
"Jales";"2013";"25";"53,07";"1";"2,12";"12";"25,48";3524808
"Jales";"2014";"44";"93,34";"1";"2,12";"26";"55,16";3524808
"Jales";"2015";"31";"65,72";"1";"2,12";"8";"16,96";3524808
"Jales";"2016";"28";"59,34";"3";"6,36";"8";"16,95";3524808
"Jales";"2017";"32";"67,79";"-";"-";"12";"25,42";3524808
"Jambeiro";"2013";"2";"35,49";"-";"-";"-";"-";3524907
"Jambeiro";"2014";"6";"104,55";"-";"-";"2";"34,85";3524907
"Jambeiro";"2015";"1";"17,11";"-";"-";"-";"-";3524907
"Jambeiro";"2016";"4";"67,61";"-";"-";"1";"16,9";3524907
"Jambeiro";"2017";"2";"33,39";"-";"-";"1";"16,7";3524907
"Jandira";"2013";"68";"60,26";"30";"26,59";"9";"7,98";3525003
"Jandira";"2014";"56";"48,94";"27";"23,6";"11";"9,61";3525003
"Jandira";"2015";"69";"59,46";"25";"21,54";"8";"6,89";3525003
"Jandira";"2016";"40";"34,04";"8";"6,81";"9";"7,66";3525003
"Jandira";"2017";"61";"51,26";"19";"15,96";"4";"3,36";3525003
"Jardinópolis";"2013";"23";"58,51";"5";"12,72";"7";"17,81";3525102
"Jardinópolis";"2014";"26";"65,17";"5";"12,53";"6";"15,04";3525102
"Jardinópolis";"2015";"29";"71,62";"6";"14,82";"9";"22,23";3525102
"Jardinópolis";"2016";"29";"70,8";"5";"12,21";"7";"17,09";3525102
"Jardinópolis";"2017";"18";"43,44";"2";"4,83";"4";"9,65";3525102
"Jarinu";"2013";"20";"78";"4";"15,6";"13";"50,7";3525201
"Jarinu";"2014";"22";"83,68";"4";"15,21";"11";"41,84";3525201
"Jarinu";"2015";"21";"77,89";"6";"22,25";"9";"33,38";3525201
"Jarinu";"2016";"21";"76,34";"5";"18,18";"3";"10,91";3525201
"Jarinu";"2017";"17";"60,56";"5";"17,81";"5";"17,81";3525201
"Jaú";"2013";"68";"49,93";"4";"2,94";"32";"23,5";3525300
"Jaú";"2014";"79";"57,25";"9";"6,52";"36";"26,09";3525300
"Jaú";"2015";"87";"62,21";"8";"5,72";"21";"15,02";3525300
"Jaú";"2016";"78";"55,18";"9";"6,37";"20";"14,15";3525300
"Jaú";"2017";"71";"49,7";"3";"2,1";"18";"12,6";3525300
"Jeriquara";"2013";"2";"63,43";"-";"-";"-";"-";3525409
"Jeriquara";"2014";"-";"-";"-";"-";"-";"-";3525409
"Jeriquara";"2015";"4";"127,06";"1";"31,77";"1";"31,77";3525409
"Jeriquara";"2016";"4";"127,15";"-";"-";"-";"-";3525409
"Jeriquara";"2017";"3";"95,39";"1";"31,8";"1";"31,8";3525409
"Joanópolis";"2013";"3";"24,89";"1";"8,3";"1";"8,3";3525508
"Joanópolis";"2014";"9";"74,06";"-";"-";"4";"32,91";3525508
"Joanópolis";"2015";"9";"73,44";"1";"8,16";"1";"8,16";3525508
"Joanópolis";"2016";"13";"105,38";"2";"16,21";"3";"24,32";3525508
"Joanópolis";"2017";"3";"24,16";"-";"-";"2";"16,11";3525508
"João Ramalho";"2013";"2";"47,4";"-";"-";"2";"47,4";3525607
"João Ramalho";"2014";"2";"47,14";"-";"-";"2";"47,14";3525607
"João Ramalho";"2015";"6";"140,61";"2";"46,87";"4";"93,74";3525607
"João Ramalho";"2016";"1";"23,31";"-";"-";"-";"-";3525607
"João Ramalho";"2017";"5";"115,93";"-";"-";"-";"-";3525607
"José Bonifácio";"2013";"21";"62,26";"1";"2,96";"10";"29,65";3525706
"José Bonifácio";"2014";"29";"85,11";"5";"14,67";"16";"46,96";3525706
"José Bonifácio";"2015";"22";"63,92";"2";"5,81";"13";"37,77";3525706
"José Bonifácio";"2016";"33";"95,03";"5";"14,4";"16";"46,07";3525706
"José Bonifácio";"2017";"19";"54,23";"1";"2,85";"6";"17,13";3525706
"Júlio Mesquita";"2013";"3";"66,89";"1";"22,3";"2";"44,59";3525805
"Júlio Mesquita";"2014";"5";"110,99";"1";"22,2";"2";"44,4";3525805
"Júlio Mesquita";"2015";"1";"22,1";"-";"-";"-";"-";3525805
"Júlio Mesquita";"2016";"5";"109,96";"-";"-";"2";"43,99";3525805
"Júlio Mesquita";"2017";"2";"43,76";"-";"-";"-";"-";3525805
"Jumirim";"2013";"1";"33,8";"-";"-";"-";"-";3525854
"Jumirim";"2014";"5";"165,73";"1";"33,15";"3";"99,44";3525854
"Jumirim";"2015";"-";"-";"-";"-";"-";"-";3525854
"Jumirim";"2016";"1";"32,05";"-";"-";"-";"-";3525854
"Jumirim";"2017";"3";"94,76";"1";"31,59";"2";"63,17";3525854
"Jundiaí";"2013";"216";"56,49";"35";"9,15";"87";"22,75";3525904
"Jundiaí";"2014";"201";"51,98";"38";"9,83";"75";"19,4";3525904
"Jundiaí";"2015";"172";"43,99";"26";"6,65";"50";"12,79";3525904
"Jundiaí";"2016";"186";"47,19";"24";"6,09";"60";"15,22";3525904
"Jundiaí";"2017";"178";"44,8";"21";"5,28";"55";"13,84";3525904
"Junqueirópolis";"2013";"14";"73,21";"1";"5,23";"8";"41,83";3526001
"Junqueirópolis";"2014";"12";"62,3";"1";"5,19";"8";"41,53";3526001
"Junqueirópolis";"2015";"14";"72,16";"1";"5,15";"4";"20,62";3526001
"Junqueirópolis";"2016";"5";"25,6";"-";"-";"2";"10,24";3526001
"Junqueirópolis";"2017";"7";"35,59";"-";"-";"1";"5,08";3526001
"Juquiá";"2013";"18";"94,49";"3";"15,75";"5";"26,25";3526100
"Juquiá";"2014";"15";"79,03";"5";"26,34";"8";"42,15";3526100
"Juquiá";"2015";"15";"79,31";"2";"10,58";"5";"26,44";3526100
"Juquiá";"2016";"18";"95,26";"3";"15,88";"5";"26,46";3526100
"Juquiá";"2017";"11";"58,27";"3";"15,89";"5";"26,49";3526100
"Juquitiba";"2013";"34";"116,49";"6";"20,56";"18";"61,67";3526209
"Juquitiba";"2014";"23";"78,37";"4";"13,63";"12";"40,89";3526209
"Juquitiba";"2015";"20";"67,78";"4";"13,56";"5";"16,94";3526209
"Juquitiba";"2016";"18";"60,64";"3";"10,11";"8";"26,95";3526209
"Juquitiba";"2017";"27";"90,42";"3";"10,05";"2";"6,7";3526209
"Lagoinha";"2013";"8";"165,73";"-";"-";"-";"-";3526308
"Lagoinha";"2014";"1";"20,73";"1";"20,73";"-";"-";3526308
"Lagoinha";"2015";"3";"62,27";"-";"-";"-";"-";3526308
"Lagoinha";"2016";"10";"207,56";"-";"-";"5";"103,78";3526308
"Lagoinha";"2017";"3";"62,25";"-";"-";"1";"20,75";3526308
"Laranjal Paulista";"2013";"21";"80,67";"6";"23,05";"9";"34,57";3526407
"Laranjal Paulista";"2014";"19";"72,22";"2";"7,6";"5";"19,01";3526407
"Laranjal Paulista";"2015";"14";"52,66";"4";"15,05";"2";"7,52";3526407
"Laranjal Paulista";"2016";"16";"59,63";"1";"3,73";"6";"22,36";3526407
"Laranjal Paulista";"2017";"13";"48,01";"1";"3,69";"3";"11,08";3526407
"Lavínia";"2013";"3";"34,62";"-";"-";"2";"23,08";3526506
"Lavínia";"2014";"3";"34,71";"-";"-";"1";"11,57";3526506
"Lavínia";"2015";"6";"69,64";"-";"-";"1";"11,61";3526506
"Lavínia";"2016";"4";"46,54";"-";"-";"-";"-";3526506
"Lavínia";"2017";"4";"46,67";"-";"-";"-";"-";3526506
"Lavrinhas";"2013";"10";"147,91";"1";"14,79";"3";"44,37";3526605
"Lavrinhas";"2014";"5";"73,29";"3";"43,98";"-";"-";3526605
"Lavrinhas";"2015";"6";"87,18";"-";"-";"3";"43,59";3526605
"Lavrinhas";"2016";"6";"86,48";"3";"43,24";"-";"-";3526605
"Lavrinhas";"2017";"4";"57,18";"2";"28,59";"-";"-";3526605
"Leme";"2013";"60";"63,46";"15";"15,86";"18";"19,04";3526704
"Leme";"2014";"57";"59,66";"10";"10,47";"21";"21,98";3526704
"Leme";"2015";"45";"46,62";"8";"8,29";"14";"14,5";3526704
"Leme";"2016";"56";"57,49";"12";"12,32";"19";"19,51";3526704
"Leme";"2017";"57";"58";"12";"12,21";"12";"12,21";3526704
"Lençóis Paulista";"2013";"29";"46,07";"1";"1,59";"11";"17,48";3526803
"Lençóis Paulista";"2014";"28";"44,11";"4";"6,3";"13";"20,48";3526803
"Lençóis Paulista";"2015";"38";"59,37";"4";"6,25";"14";"21,87";3526803
"Lençóis Paulista";"2016";"25";"38,78";"4";"6,2";"6";"9,31";3526803
"Lençóis Paulista";"2017";"28";"43,12";"5";"7,7";"4";"6,16";3526803
"Limeira";"2013";"175";"61,97";"28";"9,92";"55";"19,48";3526902
"Limeira";"2014";"135";"47,43";"19";"6,68";"45";"15,81";3526902
"Limeira";"2015";"148";"51,59";"21";"7,32";"48";"16,73";3526902
"Limeira";"2016";"159";"55,07";"18";"6,23";"51";"17,66";3526902
"Limeira";"2017";"157";"54,02";"19";"6,54";"35";"12,04";3526902
"Lindóia";"2013";"5";"70,97";"-";"-";"2";"28,39";3527009
"Lindóia";"2014";"1";"13,96";"-";"-";"1";"13,96";3527009
